,id,title,year,overview,ratings,genres,popularity,cast,poster
1738,1738,Pacific Rim: Uprising,2018,"Jake Pentecost, son of Stacker Pentecost, reunites with Mako Mori to lead a new generation of Jaeger pilots, including rival Lambert and 15-year-old hacker Amara, against a new Kaiju threat.",5.6,"Action, Adventure, Fantasy            ",119220,"Steven S. DeKnight,John Boyega,Scott Eastwood,Cailee Spaeny,Burn Gorman,","https://m.media-amazon.com/images/M/MV5BMjEwOTkyOTI3M15BMl5BanBnXkFtZTcwNTQxMjU1MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
1739,1739,Luke Cage,2018,"When a sabotaged experiment gives him super strength and unbreakable skin, Luke Cage becomes a fugitive attempting to rebuild his life in Harlem and must confront his past and fight a battle for the heart of his city.",7.3,"Action, Crime, Drama            ",132735,"Mike Colter,Simone Missick,Theo Rossi,Alfre Woodard,","https://m.media-amazon.com/images/M/MV5BMjEwOTkyOTI3M15BMl5BanBnXkFtZTcwNTQxMjU1MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
1740,1740,Dirty John,2018 ,Anthology series in which each season is based on a true crime story featuring an epic tale of love gone wrong.,7.2,"Crime, Drama            ",22338,"Connie Britton,Christian Slater,Eric Bana,Amanda Peet,","https://m.media-amazon.com/images/M/MV5BMjEwOTkyOTI3M15BMl5BanBnXkFtZTcwNTQxMjU1MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
1741,1741,Pandorum,2009,"Two crew members of a spaceship wake up from hypersleep to discover that all their colleagues are missing. Despite this, it appears that they are not alone.",6.7,"Action, Horror, Mystery            ",153180,"Christian Alvart,Dennis Quaid,Ben Foster,Cam Gigandet,Antje Traue,","https://m.media-amazon.com/images/M/MV5BMjEwOTkyOTI3M15BMl5BanBnXkFtZTcwNTQxMjU1MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
1742,1742,Lilyhammer,2014,A New York mobster goes into hiding in rural Lillehammer in Norway after testifying against his former associates.,7.9,"Comedy, Crime, Drama            ",30444,"Steven Van Zandt,Trond Fausa,Steinar Sagen,Marian Saastad Ottesen,","https://m.media-amazon.com/images/M/MV5BMjEwOTkyOTI3M15BMl5BanBnXkFtZTcwNTQxMjU1MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
1743,1743,Dreamland,I 2019,A teenager's adventures as a bounty hunter take an unexpected twist.,5.8,"Drama, Thriller            ",6970,"Miles Joris-Peyrafitte,Finn Cole,Margot Robbie,Travis Fimmel,Kerry Condon,","https://m.media-amazon.com/images/M/MV5BMjEwOTkyOTI3M15BMl5BanBnXkFtZTcwNTQxMjU1MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
1744,1744,That '80s Show,2002,That '80s Show is a half-hour ensemble comedy focusing on a group of twenty-somethings finding their way through the '80s in San Diego.,4.8,Comedy            ,2289,"Glenn Howerton,Tinsley Grimes,Chyler Leigh,Eddie Shin,","https://m.media-amazon.com/images/M/MV5BMjEwOTkyOTI3M15BMl5BanBnXkFtZTcwNTQxMjU1MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
1745,1745,Little Nicky,2000,"After two of the devil's three sons escape Hell to wreak havoc on Earth, the devil must send his third son, the mild-mannered Nicky, to bring them back before it's too late.",5.3,"Comedy, Fantasy            ",107334,"Steven Brill,Adam Sandler,Patricia Arquette,Harvey Keitel,Rhys Ifans,","https://m.media-amazon.com/images/M/MV5BMjEwOTkyOTI3M15BMl5BanBnXkFtZTcwNTQxMjU1MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
1746,1746,Ender's Game,2013,"Young Ender Wiggin is recruited by the International Military to lead the fight against the Formics, an insectoid alien race who had previously tried to invade Earth and had inflicted heavy losses on humankind.",6.6,"Action, Adventure, Sci-Fi            ",243130,"Gavin Hood,Harrison Ford,Asa Butterfield,Hailee Steinfeld,Abigail Breslin,","https://m.media-amazon.com/images/M/MV5BMjEwOTkyOTI3M15BMl5BanBnXkFtZTcwNTQxMjU1MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
1747,1747,Cougar Town,2015,"Follows the escapades and relationships of a group of neighbors living in Gulfhaven, Florida.",7,"Comedy, Romance            ",44068,"Courteney Cox,Christa Miller,Busy Philipps,Dan Byrd,","https://m.media-amazon.com/images/M/MV5BMjEwOTkyOTI3M15BMl5BanBnXkFtZTcwNTQxMjU1MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
1748,1748,Blow,2001,"The story of how George Jung, along with the Medellín Cartel headed by Pablo Escobar, established the American cocaine market in the 1970s in the United States.",7.5,"Biography, Crime, Drama            ",263392,"Ted Demme,Johnny Depp,Penélope Cruz,Franka Potente,Rachel Griffiths,","https://m.media-amazon.com/images/M/MV5BMjEwOTkyOTI3M15BMl5BanBnXkFtZTcwNTQxMjU1MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
1749,1749,National Security,2003,Two mismatched security guards are thrown together to bust a smuggling operation.,5.6,"Action, Comedy, Crime            ",51710,"Dennis Dugan,Martin Lawrence,Steve Zahn,Colm Feore,Bill Duke,","https://m.media-amazon.com/images/M/MV5BOTgzZDQzNTQtY2NmMC00YTM1LWEwYmEtZGIwNmJmOTdiOTZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1750,1750,The Secret Life of Pets,2016,"The quiet life of a terrier named Max is upended when his owner takes in Duke, a stray whom Max instantly dislikes.",6.5,"Animation, Adventure, Comedy            ",204970,"Chris Renaud,Louis C.K.,Eric Stonestreet,Kevin Hart,Lake Bell,","https://m.media-amazon.com/images/M/MV5BOTgzZDQzNTQtY2NmMC00YTM1LWEwYmEtZGIwNmJmOTdiOTZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1751,1751,Miss Sloane,2016,"In the high-stakes world of political power-brokers, Elizabeth Sloane is the most sought after and formidable lobbyist in D.C. But when taking on the most powerful opponent of her career, she finds winning may come at too high a price.",7.5,Drama            ,76705,"John Madden,Jessica Chastain,Mark Strong,Gugu Mbatha-Raw,Michael Stuhlbarg,","https://m.media-amazon.com/images/M/MV5BOTgzZDQzNTQtY2NmMC00YTM1LWEwYmEtZGIwNmJmOTdiOTZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1752,1752,Disturbia,2007,A teen living under house arrest becomes convinced his neighbor is a serial killer.,6.8,"Crime, Drama, Mystery            ",237922,"D.J. Caruso,Shia LaBeouf,David Morse,Carrie-Anne Moss,Sarah Roemer,","https://m.media-amazon.com/images/M/MV5BOTgzZDQzNTQtY2NmMC00YTM1LWEwYmEtZGIwNmJmOTdiOTZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1753,1753,Assassin's Creed,2016,"Callum Lynch explores the memories of his ancestor Aguilar de Nerha and gains the skills of a Master Assassin, before taking on the secret Templar society.",5.6,"Action, Adventure, Sci-Fi            ",200974,"Justin Kurzel,Michael Fassbender,Marion Cotillard,Jeremy Irons,Brendan Gleeson,","https://m.media-amazon.com/images/M/MV5BOTgzZDQzNTQtY2NmMC00YTM1LWEwYmEtZGIwNmJmOTdiOTZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1754,1754,Need for Speed,2014,"Fresh from prison, a street racer who was framed by a wealthy business associate joins a cross-country race with revenge in mind. His ex-partner, learning of the plan, places a massive bounty on his head as the race begins.",6.4,"Action, Thriller            ",172640,"Scott Waugh,Aaron Paul,Dominic Cooper,Imogen Poots,Kid Cudi,","https://m.media-amazon.com/images/M/MV5BOTgzZDQzNTQtY2NmMC00YTM1LWEwYmEtZGIwNmJmOTdiOTZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1755,1755,Crank,2006,Professional assassin Chev Chelios learns his rival has injected him with a poison that will kill him if his heart rate drops.,6.9,"Action, Crime, Thriller            ",252252,"Mark Neveldine,Brian Taylor,Jason Statham,Amy Smart,Carlos Sanz,Jose Pablo Cantillo,","https://m.media-amazon.com/images/M/MV5BOTgzZDQzNTQtY2NmMC00YTM1LWEwYmEtZGIwNmJmOTdiOTZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1756,1756,Spanglish,2004,"A woman and her daughter emigrate from Mexico for a better life in America, where they start working for a family where the patriarch is a newly celebrated chef with an insecure wife.",6.4,"Comedy, Drama, Romance            ",85122,"James L. Brooks,Adam Sandler,Téa Leoni,Paz Vega,Cloris Leachman,","https://m.media-amazon.com/images/M/MV5BOTgzZDQzNTQtY2NmMC00YTM1LWEwYmEtZGIwNmJmOTdiOTZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1757,1757,Lovelace,2013,"The story of Linda Lovelace, who is used and abused by the porn industry at the behest of her coercive husband before taking control of her life.",6.2,"Biography, Drama            ",41297,"Rob Epstein,Jeffrey Friedman,Amanda Seyfried,Peter Sarsgaard,Sharon Stone,Juno Temple,","https://m.media-amazon.com/images/M/MV5BOTgzZDQzNTQtY2NmMC00YTM1LWEwYmEtZGIwNmJmOTdiOTZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1758,1758,Jessie,2015,A Texan teen moves to New York City to follow her dreams and ends up as a nanny for a high-profile couple's four children.,6,"Comedy, Drama, Family            ",16491,"Debby Ryan,Peyton List,Cameron Boyce,Karan Brar,","https://m.media-amazon.com/images/M/MV5BOTgzZDQzNTQtY2NmMC00YTM1LWEwYmEtZGIwNmJmOTdiOTZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1759,1759,Rango,2011,"Rango is an ordinary chameleon who accidentally winds up in the town of Dirt, a lawless outpost in the Wild West in desperate need of a new sheriff.",7.2,"Animation, Action, Adventure            ",270073,"Gore Verbinski,Johnny Depp,Isla Fisher,Timothy Olyphant,Abigail Breslin,","https://m.media-amazon.com/images/M/MV5BOTgzZDQzNTQtY2NmMC00YTM1LWEwYmEtZGIwNmJmOTdiOTZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1760,1760,Slasher,2016 ,An anthology series featuring rampaging serial killers leaving carnage in their wake as their next victims fight to stay alive.,6.7,"Crime, Drama, Horror            ",14960,"Christopher Jacot,Paula Brancati,Joanne Vannicola,Dean McDermott,","https://m.media-amazon.com/images/M/MV5BOTgzZDQzNTQtY2NmMC00YTM1LWEwYmEtZGIwNmJmOTdiOTZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1761,1761,The Wolverine,2013,"Wolverine comes to Japan to meet an old friend whose life he saved years ago, and gets embroiled in a conspiracy involving yakuza and mutants.",6.7,"Action, Sci-Fi            ",470975,"James Mangold,Hugh Jackman,Will Yun Lee,Tao Okamoto,Rila Fukushima,","https://m.media-amazon.com/images/M/MV5BOTgzZDQzNTQtY2NmMC00YTM1LWEwYmEtZGIwNmJmOTdiOTZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1762,1762,Knight of Cups,2015,"A writer indulging in all that Los Angeles and Las Vegas have to offer, undertakes a search for love and self via a series of adventures with six different women.",5.6,"Drama, Fantasy, Romance            ",27831,"Terrence Malick,Christian Bale,Cate Blanchett,Natalie Portman,Brian Dennehy,","https://m.media-amazon.com/images/M/MV5BOTgzZDQzNTQtY2NmMC00YTM1LWEwYmEtZGIwNmJmOTdiOTZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1763,1763,Megamind,2010,"Evil genius Megamind finally defeats his do-gooder nemesis, Metro Man, but is left without a purpose in a superhero-free world.",7.3,"Animation, Action, Comedy            ",267299,"Tom McGrath,Will Ferrell,Jonah Hill,Brad Pitt,Tina Fey,","https://m.media-amazon.com/images/M/MV5BOTgzZDQzNTQtY2NmMC00YTM1LWEwYmEtZGIwNmJmOTdiOTZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1764,1764,Green Lantern,2011,"Reckless test pilot Hal Jordan is granted an alien ring that bestows him with otherworldly powers that inducts him into an intergalactic police force, the Green Lantern Corps.",5.5,"Action, Adventure, Sci-Fi            ",287432,"Martin Campbell,Ryan Reynolds,Blake Lively,Peter Sarsgaard,Mark Strong,","https://m.media-amazon.com/images/M/MV5BOTgzZDQzNTQtY2NmMC00YTM1LWEwYmEtZGIwNmJmOTdiOTZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1765,1765,The Dragon Prince,2018 ,"Two human princes forge an unlikely bond with the elfin assassin sent to kill them, embarking on an epic quest to bring peace to their warring lands.",8.3,"Animation, Action, Adventure            ",24211,"Paula Burrows,Jack De Sena,Sasha Rojen,Jason Simpson,","https://m.media-amazon.com/images/M/MV5BOTgzZDQzNTQtY2NmMC00YTM1LWEwYmEtZGIwNmJmOTdiOTZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1766,1766,Documentary Now!,2015 ,"""Documentary Now!"" parodies the current obsession with documentaries. Season one features six different stories and stylistic approaches paying tribute to the doc format.",8.1,Comedy            ,7119,"Helen Mirren,Fred Armisen,Bill Hader,Deb Hiett,","https://m.media-amazon.com/images/M/MV5BOTgzZDQzNTQtY2NmMC00YTM1LWEwYmEtZGIwNmJmOTdiOTZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1767,1767,Insatiable,2019,"A disgraced, dissatisfied civil lawyer-turned-beauty pageant coach takes on a vengeful, bullied teenager as his client and has no idea what he's about to unleash upon the world.",6.5,"Comedy, Drama, Thriller            ",29526,"Dallas Roberts,Debby Ryan,Christopher Gorham,Kimmy Shields,","https://m.media-amazon.com/images/M/MV5BOTgzZDQzNTQtY2NmMC00YTM1LWEwYmEtZGIwNmJmOTdiOTZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1768,1768,The Disaster Artist,2017,"When Greg Sestero, an aspiring film actor, meets the weird and mysterious Tommy Wiseau in an acting class, they form a unique friendship and travel to Hollywood to make their dreams come true.",7.3,"Biography, Comedy, Drama            ",155913,"James Franco,James Franco,Dave Franco,Ari Graynor,Seth Rogen,","https://m.media-amazon.com/images/M/MV5BOTgzZDQzNTQtY2NmMC00YTM1LWEwYmEtZGIwNmJmOTdiOTZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1769,1769,Seabiscuit,2003,True story of the undersized Depression-era racehorse whose victories lifted not only the spirits of the team behind it but also those of their nation.,7.3,"Drama, History, Sport            ",74111,"Gary Ross,Tobey Maguire,Jeff Bridges,Elizabeth Banks,Chris Cooper,","https://m.media-amazon.com/images/M/MV5BOTgzZDQzNTQtY2NmMC00YTM1LWEwYmEtZGIwNmJmOTdiOTZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1770,1770,Hancock,2008,Hancock is a superhero whose ill-considered behavior regularly causes damage in the millions. He changes when the person he saves helps him improve his public image.,6.4,"Action, Drama, Fantasy            ",487291,"Peter Berg,Will Smith,Charlize Theron,Jason Bateman,Jae Head,","https://m.media-amazon.com/images/M/MV5BOTgzZDQzNTQtY2NmMC00YTM1LWEwYmEtZGIwNmJmOTdiOTZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1771,1771,According to Jim,2009,"A television show centered around a macho everyman, his loving wife, and their three precocious children.",6.5,"Comedy, Romance            ",36779,"Jim Belushi,Courtney Thorne-Smith,Larry Joe Campbell,Taylor Atelian,","https://m.media-amazon.com/images/M/MV5BOTgzZDQzNTQtY2NmMC00YTM1LWEwYmEtZGIwNmJmOTdiOTZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1772,1772,The Great Wall,I 2016,"In ancient China, a group of European mercenaries encounters a secret army that maintains and defends the Great Wall of China against a horde of monstrous creatures.",5.9,"Action, Adventure, Fantasy            ",138192,"Yimou Zhang,Matt Damon,Tian Jing,Willem Dafoe,Andy Lau,","https://m.media-amazon.com/images/M/MV5BOTgzZDQzNTQtY2NmMC00YTM1LWEwYmEtZGIwNmJmOTdiOTZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1773,1773,Percy Jackson: Sea of Monsters,2013,"In order to restore their dying safe haven, the son of Poseidon and his friends embark on a quest to the Sea of Monsters, to find the mythical Golden Fleece, all the while trying to stop an ancient evil from rising.",5.7,"Adventure, Family, Fantasy            ",119873,"Thor Freudenthal,Logan Lerman,Alexandra Daddario,Brandon T. Jackson,Nathan Fillion,","https://m.media-amazon.com/images/M/MV5BOTgzZDQzNTQtY2NmMC00YTM1LWEwYmEtZGIwNmJmOTdiOTZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1774,1774,Mrs Caldicot's Cabbage War,2002,"After her husband's death and being forced into a nursing home, a woman starts looking for independence.",6.4,Comedy            ,807,"Ian Sharp,Pauline Collins,Peter Capaldi,Anna Wilson-Jones,Gwenllian Davies,","https://m.media-amazon.com/images/M/MV5BOTgzZDQzNTQtY2NmMC00YTM1LWEwYmEtZGIwNmJmOTdiOTZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1775,1775,Key and Peele,2015,Project sees Keegan-Michael Key and Jordan Peele in front of a live studio audience bantering about a topic weaved between filmed shorts and sketches.,8.3,"Action, Adventure, Comedy            ",22835,"Keegan-Michael Key,Jordan Peele,Metta World Peace,Brendan Hunt,","https://m.media-amazon.com/images/M/MV5BOTgzZDQzNTQtY2NmMC00YTM1LWEwYmEtZGIwNmJmOTdiOTZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1776,1776,Crashing,2016,"A comedy series following the lives of six 20- and 30-somethings living together as property guardians of a large, disused hospital.",7.7,Comedy            ,22320,"Phoebe Waller-Bridge,Jonathan Bailey,Julie Dray,Louise Ford,","https://m.media-amazon.com/images/M/MV5BOTgzZDQzNTQtY2NmMC00YTM1LWEwYmEtZGIwNmJmOTdiOTZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1777,1777,The Bay,2019 ,Detective Sergeant Lisa Armstrong investigates a missing person in Morecambe Bay.,7.1,"Crime, Drama, Mystery            ",8534,"Daniel Ryan,Erin Shanagher,Andrew Dowbiggin,Thomas Law,","https://m.media-amazon.com/images/M/MV5BOTgzZDQzNTQtY2NmMC00YTM1LWEwYmEtZGIwNmJmOTdiOTZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1778,1778,Bunk'd,2015 ,"Emma, Ravi, and Zuri Ross head off to a rustic summer camp in Maine, where their parents met as teens. Along with their new friends, love triangle, and the fears of the camp, the trio tries their best to settle into their exciting and challenging new lives at Camp Kikiwaka.",5.3,"Comedy, Drama, Family            ",3487,"Miranda May,Mallory James Mahoney,Raphael Alejandro,Will Buie Jr.,","https://m.media-amazon.com/images/M/MV5BOTgzZDQzNTQtY2NmMC00YTM1LWEwYmEtZGIwNmJmOTdiOTZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1779,1779,The Woman in Black,2012,A young solicitor travels to a remote village where he discovers that the vengeful ghost of a scorned woman is terrorizing the locals.,6.4,"Drama, Fantasy, Horror            ",185865,"James Watkins,Daniel Radcliffe,Janet McTeer,Ciarán Hinds,Emma Shorey,","https://m.media-amazon.com/images/M/MV5BOTgzZDQzNTQtY2NmMC00YTM1LWEwYmEtZGIwNmJmOTdiOTZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1780,1780,Snow White and the Huntsman,2012,"In a twist to the fairy tale, the Huntsman ordered to take Snow White into the woods to be killed winds up becoming her protector and mentor in a quest to vanquish the Evil Queen.",6.1,"Action, Adventure, Drama            ",292305,"Rupert Sanders,Kristen Stewart,Chris Hemsworth,Charlize Theron,Sam Claflin,","https://m.media-amazon.com/images/M/MV5BOTgzZDQzNTQtY2NmMC00YTM1LWEwYmEtZGIwNmJmOTdiOTZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1781,1781,Roma,2018,A year in the life of a middle-class family's maid in Mexico City in the early 1970s.,7.7,Drama            ,160555,"Alfonso Cuarón,Yalitza Aparicio,Marina de Tavira,Diego Cortina Autrey,Carlos Peralta,","https://m.media-amazon.com/images/M/MV5BOTgzZDQzNTQtY2NmMC00YTM1LWEwYmEtZGIwNmJmOTdiOTZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1782,1782,The Vow,2012,"A car accident puts Paige in a coma, and when she wakes up with severe memory loss, her husband Leo works to win her heart again.",6.8,"Drama, Romance            ",196472,"Michael Sucsy,Rachel McAdams,Channing Tatum,Sam Neill,Jessica Lange,","https://m.media-amazon.com/images/M/MV5BOTgzZDQzNTQtY2NmMC00YTM1LWEwYmEtZGIwNmJmOTdiOTZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1783,1783,In the Shadow of the Moon,2019,A Philadelphia police officer struggles with a lifelong obsession to track down a mysterious serial killer whose crimes defy explanation.,6.2,"Action, Crime, Mystery            ",54628,"Jim Mickle,Boyd Holbrook,Cleopatra Coleman,Bokeem Woodbine,Michael C. Hall,","https://m.media-amazon.com/images/M/MV5BOTgzZDQzNTQtY2NmMC00YTM1LWEwYmEtZGIwNmJmOTdiOTZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1784,1784,"Roswell, New Mexico",2022,"Centers on a town where aliens with unearthly abilities live undercover among humans. But when a violent attack points to a greater alien presence, the politics of fear and hatred threaten to expose them.",6.3,"Drama, Romance, Sci-Fi            ",13223,"Jeanine Mason,Nathan Parsons,Michael Vlamis,Lily Cowles,","https://m.media-amazon.com/images/M/MV5BOTgzZDQzNTQtY2NmMC00YTM1LWEwYmEtZGIwNmJmOTdiOTZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1785,1785,A Good Day to Die Hard,2013,"John McClane travels to Russia to help out his seemingly wayward son, Jack, only to discover that Jack is a CIA operative working undercover, causing the father and son to team up against underworld forces.",5.2,"Action, Thriller            ",209259,"John Moore,Bruce Willis,Jai Courtney,Sebastian Koch,Mary Elizabeth Winstead,","https://m.media-amazon.com/images/M/MV5BOTgzZDQzNTQtY2NmMC00YTM1LWEwYmEtZGIwNmJmOTdiOTZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1786,1786,Alvin and the Chipmunks,2007,Three musical chipmunks are discovered by an aspiring songwriter who wants to use their amazing singing abilities to become famous.,5.2,"Animation, Adventure, Comedy            ",87788,"Tim Hill,Jason Lee,Ross Bagdasarian Jr.,Janice Karman,David Cross,","https://m.media-amazon.com/images/M/MV5BOTgzZDQzNTQtY2NmMC00YTM1LWEwYmEtZGIwNmJmOTdiOTZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1787,1787,"Me, Myself & Irene",2000,A nice-guy cop with Dissociative Identity Disorder must protect a woman on the run from a corrupt ex-boyfriend and his associates.,6.6,Comedy            ,240462,"Bobby Farrelly,Peter Farrelly,Jim Carrey,Renée Zellweger,Anthony Anderson,Mongo Brownlee,","https://m.media-amazon.com/images/M/MV5BOTgzZDQzNTQtY2NmMC00YTM1LWEwYmEtZGIwNmJmOTdiOTZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1788,1788,Rampage,2018,"When three different animals become infected with a dangerous pathogen, a primatologist and a geneticist team up to stop them from destroying Chicago.",6.1,"Action, Adventure, Sci-Fi            ",171097,"Brad Peyton,Dwayne Johnson,Naomie Harris,Malin Akerman,Jeffrey Dean Morgan,","https://m.media-amazon.com/images/M/MV5BOTgzZDQzNTQtY2NmMC00YTM1LWEwYmEtZGIwNmJmOTdiOTZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1789,1789,Hitman,I 2007,"A gun-for-hire known only as Agent 47 hired by a group known only as 'The Organization' is ensnared in a political conspiracy, which finds him pursued by both Interpol and the Russian military as he treks across Russia and Eastern Europe.",6.2,"Action, Crime, Thriller            ",171977,"Xavier Gens,Timothy Olyphant,Dougray Scott,Olga Kurylenko,Robert Knepper,","https://m.media-amazon.com/images/M/MV5BOTgzZDQzNTQtY2NmMC00YTM1LWEwYmEtZGIwNmJmOTdiOTZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1790,1790,Safe,2018,"After his teenage daughter goes missing, a widowed surgeon begins uncovering dark secrets of the people closest to him.",7.2,"Crime, Drama, Mystery            ",44768,"Michael C. Hall,Amy James-Kelly,Amanda Abbington,Freddie Thorp,","https://m.media-amazon.com/images/M/MV5BOTgzZDQzNTQtY2NmMC00YTM1LWEwYmEtZGIwNmJmOTdiOTZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1791,1791,Easy,2019,"Intertwined groups of friends in Chicago fumble through the modern maze of love, sex, technology and culture.",6.9,Comedy            ,14188,"Michael Chernus,Jane Adams,Elizabeth Reaser,Jacqueline Toboni,","https://m.media-amazon.com/images/M/MV5BOTgzZDQzNTQtY2NmMC00YTM1LWEwYmEtZGIwNmJmOTdiOTZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1792,1792,Cars 2,2011,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,6.2,"Animation, Adventure, Comedy            ",194397,"John Lasseter,Bradford Lewis,Owen Wilson,Larry the Cable Guy,Michael Caine,Emily Mortimer,","https://m.media-amazon.com/images/M/MV5BOTgzZDQzNTQtY2NmMC00YTM1LWEwYmEtZGIwNmJmOTdiOTZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1793,1793,The Two Popes,2019,"Behind Vatican walls, the conservative Pope Benedict XVI and the liberal future Pope Francis must find common ground to forge a new path for the Catholic Church.",7.6,"Biography, Comedy, Drama            ",125745,"Fernando Meirelles,Jonathan Pryce,Anthony Hopkins,Juan Minujín,Luis Gnecco,","https://m.media-amazon.com/images/M/MV5BOTgzZDQzNTQtY2NmMC00YTM1LWEwYmEtZGIwNmJmOTdiOTZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
