,id,title,year,overview,ratings,genres,popularity,cast,poster
1794,1794,Wisting,2019 ,"Homicide detective William Wisting struggles with the two toughest cases of his career. His serial killer investigation crosses paths with his journalist daughter's news story, putting her in grave danger.",7.3,"Crime, Drama            ",6779,"Sven Nordin,Thea Green Lundberg,Mads Ousdal,Lars Berge,","https://m.media-amazon.com/images/M/MV5BOTgzZDQzNTQtY2NmMC00YTM1LWEwYmEtZGIwNmJmOTdiOTZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1795,1795,The Hangover Part II,2011,"Two years after the bachelor party in Las Vegas, Phil, Stu, Alan, and Doug jet to Thailand for Stu's wedding. Stu's plan for a subdued pre-wedding brunch, however, goes seriously awry.",6.5,Comedy            ,504964,"Todd Phillips,Bradley Cooper,Zach Galifianakis,Ed Helms,Justin Bartha,","https://m.media-amazon.com/images/M/MV5BOTgzZDQzNTQtY2NmMC00YTM1LWEwYmEtZGIwNmJmOTdiOTZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1796,1796,Hunt for the Wilderpeople,2016,A national manhunt is ordered for a rebellious kid and his foster uncle who go missing in the wild New Zealand bush.,7.8,"Adventure, Comedy, Drama            ",132523,"Taika Waititi,Sam Neill,Julian Dennison,Rima Te Wiata,Rachel House,","https://m.media-amazon.com/images/M/MV5BOTgzZDQzNTQtY2NmMC00YTM1LWEwYmEtZGIwNmJmOTdiOTZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1797,1797,The Circle,I 2017,"A woman lands a dream job at a powerful tech company called the Circle, only to uncover an agenda that will affect the lives of all of humanity.",5.3,"Drama, Sci-Fi, Thriller            ",94160,"James Ponsoldt,Emma Watson,Tom Hanks,John Boyega,Ellar Coltrane,","https://m.media-amazon.com/images/M/MV5BOTgzZDQzNTQtY2NmMC00YTM1LWEwYmEtZGIwNmJmOTdiOTZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1798,1798,Departure,2022,A high-octane conspiracy series that follows the mystery of Flight 716 - a passenger plane that vanishes over the Atlantic Ocean.,6.9,"Drama, Mystery, Thriller            ",15452,"Archie Panjabi,Kris Holden-Ried,Mark Rendall,Karen LeBlanc,","https://m.media-amazon.com/images/M/MV5BOTgzZDQzNTQtY2NmMC00YTM1LWEwYmEtZGIwNmJmOTdiOTZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1799,1799,In Your Eyes,2014,"Two seemingly unconnected souls from different corners of the United States make a telepathic bond that allows them to see, hear and feel the other's experiences, creating a bond that apparently can't be broken.",6.9,"Fantasy, Romance            ",31474,"Brin Hill,Michael Stahl-David,Zoe Kazan,Mark Feuerstein,David Gallagher,","https://m.media-amazon.com/images/M/MV5BYzM5YzFiZDctZTIzZi00NzM4LWI1YjgtMzM0NjFhMTk2ZGU4XkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1800,1800,And Then There Were None,2015,"Ten strangers are invited to an island by a mysterious host, and start to get killed one by one. Could one of them be the killer?",7.8,"Crime, Drama, Mystery            ",40253,"Maeve Dermody,Charles Dance,Toby Stephens,Burn Gorman,","https://m.media-amazon.com/images/M/MV5BYzM5YzFiZDctZTIzZi00NzM4LWI1YjgtMzM0NjFhMTk2ZGU4XkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1801,1801,Top of the Lake,2017,"Obsessed with the disappearance of a 12-year-old pregnant girl near a freezing lake in New Zealand, a brave detective will find herself up against small-town secrets and a side of herself that was meticulously kept at bay.",7.4,"Crime, Drama, Mystery            ",36172,"Elisabeth Moss,David Wenham,Peter Mullan,Thomas M. Wright,","https://m.media-amazon.com/images/M/MV5BYzM5YzFiZDctZTIzZi00NzM4LWI1YjgtMzM0NjFhMTk2ZGU4XkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1802,1802,The Recruit,2003,A brilliant young CIA trainee is asked by his mentor to help find a mole in the Agency.,6.6,"Action, Thriller            ",137904,"Roger Donaldson,Al Pacino,Colin Farrell,Bridget Moynahan,Gabriel Macht,","https://m.media-amazon.com/images/M/MV5BYzM5YzFiZDctZTIzZi00NzM4LWI1YjgtMzM0NjFhMTk2ZGU4XkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1803,1803,The Act,2019,"Dee Dee Blanchard is overprotective of her daughter, Gypsy, who is trying to escape the toxic relationship she has with her mother. Gypsy's quest for independence opens up a Pandora's box of secrets, which ultimately leads to murder.",7.9,"Biography, Crime, Drama            ",28885,"Patricia Arquette,Joey King,AnnaSophia Robb,Chloë Sevigny,","https://m.media-amazon.com/images/M/MV5BYzM5YzFiZDctZTIzZi00NzM4LWI1YjgtMzM0NjFhMTk2ZGU4XkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1804,1804,Happy Death Day,2017,"A college student must relive the day of her murder over and over again, in a loop that will end only when she discovers her killer's identity.",6.6,"Comedy, Horror, Mystery            ",146033,"Christopher Landon,Jessica Rothe,Israel Broussard,Ruby Modine,Charles Aitken,","https://m.media-amazon.com/images/M/MV5BYzM5YzFiZDctZTIzZi00NzM4LWI1YjgtMzM0NjFhMTk2ZGU4XkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1805,1805,Hot Summer Nights,2017,"In 1991, a sheltered teenage boy comes of age during a wild summer he spends on Cape Cod getting rich from selling pot to gangsters, falling in love for the first time, partying and eventually realizing that he is in over his head.",6.3,"Crime, Drama, Romance            ",20031,"Elijah Bynum,Timothée Chalamet,Maika Monroe,Alex Roe,Emory Cohen,","https://m.media-amazon.com/images/M/MV5BYzM5YzFiZDctZTIzZi00NzM4LWI1YjgtMzM0NjFhMTk2ZGU4XkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1806,1806,The Great British Bake Off,2010 ,Bakers attempt three challenges each week trying to impress the judges enough to go through to the next round and eventually are crowned Britain's best amateur baker.,8.6,Reality-TV            ,10940,"Paul Hollywood,Mary Berry,Prue Leith,Noel Fielding,","https://m.media-amazon.com/images/M/MV5BYzM5YzFiZDctZTIzZi00NzM4LWI1YjgtMzM0NjFhMTk2ZGU4XkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1807,1807,Meet the Parents,2000,"Male nurse Greg Focker meets his girlfriend's parents before proposing, but her suspicious father is every date's worst nightmare.",7,"Comedy, Romance            ",339125,"Jay Roach,Ben Stiller,Robert De Niro,Teri Polo,Blythe Danner,","https://m.media-amazon.com/images/M/MV5BYzM5YzFiZDctZTIzZi00NzM4LWI1YjgtMzM0NjFhMTk2ZGU4XkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1808,1808,The Ridiculous 6,2015,"An outlaw who was raised by Native Americans discovers that he has five half-brothers. Together the men go on a mission to find their wayward, deadbeat dad.",4.8,"Action, Adventure, Comedy            ",50436,"Frank Coraci,Adam Sandler,Terry Crews,Jorge Garcia,Taylor Lautner,","https://m.media-amazon.com/images/M/MV5BYzM5YzFiZDctZTIzZi00NzM4LWI1YjgtMzM0NjFhMTk2ZGU4XkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1809,1809,Transcendence,I 2014,A scientist's drive for artificial intelligence takes on dangerous implications when his own consciousness is uploaded into one such program.,6.2,"Action, Drama, Sci-Fi            ",231240,"Wally Pfister,Johnny Depp,Rebecca Hall,Morgan Freeman,Cillian Murphy,","https://m.media-amazon.com/images/M/MV5BYzM5YzFiZDctZTIzZi00NzM4LWI1YjgtMzM0NjFhMTk2ZGU4XkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1810,1810,The Pink Panther,2006,Bumbling Inspector Clouseau must solve the murder of a famous soccer coach and find out who stole the infamous Pink Panther diamond.,5.6,"Adventure, Comedy, Crime            ",88188,"Shawn Levy,Steve Martin,Kevin Kline,Jean Reno,Emily Mortimer,","https://m.media-amazon.com/images/M/MV5BYzM5YzFiZDctZTIzZi00NzM4LWI1YjgtMzM0NjFhMTk2ZGU4XkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1811,1811,A Walk to Remember,2002,"Two North Carolina teens, Landon Carter and Jamie Sullivan, are thrown together after Landon gets into trouble and is sentenced to perform community service.",7.3,"Drama, Romance            ",213318,"Adam Shankman,Mandy Moore,Shane West,Peter Coyote,Daryl Hannah,","https://m.media-amazon.com/images/M/MV5BYzM5YzFiZDctZTIzZi00NzM4LWI1YjgtMzM0NjFhMTk2ZGU4XkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1812,1812,The Shallows,2016,"A mere 200 yards from shore, surfer Nancy is attacked by a great white shark, with her short journey to safety becoming the ultimate contest of wills.",6.3,"Action, Drama, Horror            ",135354,"Jaume Collet-Serra,Blake Lively,Óscar Jaenada,Angelo Josue Lozano Corzo,Joseph Salas,","https://m.media-amazon.com/images/M/MV5BYzM5YzFiZDctZTIzZi00NzM4LWI1YjgtMzM0NjFhMTk2ZGU4XkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1813,1813,Medium,2011,Suburban mom Allison DuBois attempts to balance family life with solving mysteries using her special gift. The dead send her visions of their deaths or other crimes while she sleeps.,7.1,"Crime, Drama, Fantasy            ",28913,"Patricia Arquette,Miguel Sandoval,Jake Weber,Sofia Vassilieva,","https://m.media-amazon.com/images/M/MV5BYzM5YzFiZDctZTIzZi00NzM4LWI1YjgtMzM0NjFhMTk2ZGU4XkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1814,1814,"Extremely Wicked, Shockingly Evil and Vile",2019,"A chronicle of the crimes of Ted Bundy from the perspective of Liz, his longtime girlfriend, who refused to believe the truth about him for years.",6.7,"Biography, Crime, Drama            ",96051,"Joe Berlinger,Lily Collins,Zac Efron,Angela Sarafyan,Sydney Vollmer,","https://m.media-amazon.com/images/M/MV5BYzM5YzFiZDctZTIzZi00NzM4LWI1YjgtMzM0NjFhMTk2ZGU4XkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1815,1815,Lady Macbeth,2016,"In 19th-century rural England, a young bride who has been sold into marriage discovers an unstoppable desire within herself as she enters into an affair with a worker on her estate.",6.8,"Drama, Romance            ",24545,"William Oldroyd,Florence Pugh,Cosmo Jarvis,Paul Hilton,Naomi Ackie,","https://m.media-amazon.com/images/M/MV5BYzM5YzFiZDctZTIzZi00NzM4LWI1YjgtMzM0NjFhMTk2ZGU4XkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1816,1816,We Were Soldiers,2002,"The story of the first major battle of the American phase of the Vietnam War, and the soldiers on both sides that fought it, while their wives wait nervously and anxiously at home for the good news or the bad news.",7.1,"Action, Drama, History            ",144166,"Randall Wallace,Mel Gibson,Madeleine Stowe,Greg Kinnear,Sam Elliott,","https://m.media-amazon.com/images/M/MV5BYzM5YzFiZDctZTIzZi00NzM4LWI1YjgtMzM0NjFhMTk2ZGU4XkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1817,1817,Patriot,II 20152018,"Follows the complicated life of intelligence officer John Tavner, whose latest assignment--to prevent Iran from going nuclear--requires him to forgo all safety nets and assume a perilous, non-official cover.",8.2,"Comedy, Drama, Thriller            ",15583,"Michael Dorman,Kurtwood Smith,Michael Chernus,Kathleen Munroe,","https://m.media-amazon.com/images/M/MV5BYzM5YzFiZDctZTIzZi00NzM4LWI1YjgtMzM0NjFhMTk2ZGU4XkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1818,1818,Bãhubali: The Beginning,2015,"In ancient India, an adventurous and daring man becomes involved in a decades-old feud between two warring peoples.",8,"Action, Drama            ",126955,"S.S. Rajamouli,Prabhas,Rana Daggubati,Anushka Shetty,Tamannaah Bhatia,","https://m.media-amazon.com/images/M/MV5BYzM5YzFiZDctZTIzZi00NzM4LWI1YjgtMzM0NjFhMTk2ZGU4XkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1819,1819,The Danish Girl,2015,A fictitious love story loosely inspired by the lives of Danish artists Lili Elbe and Gerda Wegener. Lili and Gerda's marriage and work evolve as they navigate Lili's groundbreaking journey as a transgender pioneer.,7.1,"Biography, Drama, Romance            ",188657,"Tom Hooper,Eddie Redmayne,Alicia Vikander,Amber Heard,Ben Whishaw,","https://m.media-amazon.com/images/M/MV5BYzM5YzFiZDctZTIzZi00NzM4LWI1YjgtMzM0NjFhMTk2ZGU4XkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1820,1820,Tucker and Dale vs Evil,2010,Affable hillbillies Tucker and Dale are on vacation at their dilapidated mountain cabin when they are mistaken for murderers by a group of preppy college students.,7.5,"Comedy, Horror            ",183058,"Eli Craig,Tyler Labine,Alan Tudyk,Katrina Bowden,Jesse Moss,","https://m.media-amazon.com/images/M/MV5BYzM5YzFiZDctZTIzZi00NzM4LWI1YjgtMzM0NjFhMTk2ZGU4XkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1821,1821,Sahsiyet,2018,A man diagnosed with Alzheimer's decides to punish criminals.,9,"Crime, Drama, Mystery            ",42073,"Haluk Bilginer,Cansu Dere,Metin Akdülger,Sebnem Bozoklu,","https://m.media-amazon.com/images/M/MV5BYzM5YzFiZDctZTIzZi00NzM4LWI1YjgtMzM0NjFhMTk2ZGU4XkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1822,1822,Teenage Mutant Ninja Turtles: Out of the Shadows,2016,"The Turtles get into another battle with their enemy the Shredder, who has acquired new allies: the mutant thugs Bebop and Rocksteady and the alien being Krang.",5.9,"Action, Adventure, Comedy            ",94601,"Dave Green,Megan Fox,Will Arnett,Tyler Perry,Laura Linney,","https://m.media-amazon.com/images/M/MV5BYzM5YzFiZDctZTIzZi00NzM4LWI1YjgtMzM0NjFhMTk2ZGU4XkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1823,1823,Broad City,2019,"Broad City follows two women throughout their daily lives in New York City, making the smallest and mundane events hysterical and disturbing to watch all at the same time.",8.4,Comedy            ,32858,"Ilana Glazer,Abbi Jacobson,Hannibal Buress,Arturo Castro,","https://m.media-amazon.com/images/M/MV5BYzM5YzFiZDctZTIzZi00NzM4LWI1YjgtMzM0NjFhMTk2ZGU4XkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1824,1824,Between,2016,"After a mysterious disease kills every resident over 22 years old, survivors of a town must fend for themselves when the government quarantines them",5.9,"Drama, Mystery, Sci-Fi            ",9394,"Jennette McCurdy,Jesse Carere,Justin Kelly,Kyle Mac,","https://m.media-amazon.com/images/M/MV5BYzM5YzFiZDctZTIzZi00NzM4LWI1YjgtMzM0NjFhMTk2ZGU4XkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1825,1825,The Passage,2019,"When a botched U.S. government experiment turns a group of death row inmates into highly infectious vampires, an orphan girl might be the only person able to stop the ensuing crisis.",7.2,"Action, Adventure, Drama            ",11934,"Mark-Paul Gosselaar,Saniyya Sidney,Jamie McShane,Caroline Chikezie,","https://m.media-amazon.com/images/M/MV5BYzM5YzFiZDctZTIzZi00NzM4LWI1YjgtMzM0NjFhMTk2ZGU4XkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1826,1826,Waiting...,I 2005,Young employees at Shenaniganz restaurant collectively stave off boredom and adulthood with their antics.,6.7,Comedy            ,99665,"Rob McKittrick,Ryan Reynolds,Anna Faris,John Francis Daley,Justin Long,","https://m.media-amazon.com/images/M/MV5BYzM5YzFiZDctZTIzZi00NzM4LWI1YjgtMzM0NjFhMTk2ZGU4XkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1827,1827,Pan,2015,"Twelve-year-old orphan Peter is spirited away to the magical world of Neverland, where he finds both fun and danger, and ultimately discovers his destiny: to become the hero who will be forever known as Peter Pan.",5.7,"Action, Adventure, Comedy            ",65040,"Joe Wright,Levi Miller,Hugh Jackman,Garrett Hedlund,Rooney Mara,","https://m.media-amazon.com/images/M/MV5BYzM5YzFiZDctZTIzZi00NzM4LWI1YjgtMzM0NjFhMTk2ZGU4XkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1828,1828,Kingdom,2017,A retired MMA fighter turned trainer juggles keeping his mixed martial arts gym running and keeping his family united.,8.5,"Drama, Sport            ",18506,"Frank Grillo,Kiele Sanchez,Matt Lauria,Jonathan Tucker,","https://m.media-amazon.com/images/M/MV5BYzM5YzFiZDctZTIzZi00NzM4LWI1YjgtMzM0NjFhMTk2ZGU4XkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1829,1829,Bright,I 2017,A detective must work with an Orc to find a powerful wand before evil creatures do.,6.3,"Action, Fantasy, Thriller            ",191713,"David Ayer,Will Smith,Joel Edgerton,Noomi Rapace,Edgar Ramírez,","https://m.media-amazon.com/images/M/MV5BYzM5YzFiZDctZTIzZi00NzM4LWI1YjgtMzM0NjFhMTk2ZGU4XkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1830,1830,All the Money in the World,2017,The story of the kidnapping of 16-year-old John Paul Getty III and the desperate attempt by his devoted mother to convince his billionaire grandfather Jean Paul Getty to pay the ransom.,6.8,"Biography, Crime, Drama            ",86528,"Ridley Scott,Michelle Williams,Christopher Plummer,Mark Wahlberg,Romain Duris,","https://m.media-amazon.com/images/M/MV5BYzM5YzFiZDctZTIzZi00NzM4LWI1YjgtMzM0NjFhMTk2ZGU4XkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1831,1831,Total Recall,I 2012,"A factory worker, Douglas Quaid, begins to suspect that he is a spy after visiting Rekall - a company that provides its clients with implanted fake memories of a life they would like to have led - goes wrong and he finds himself on the run.",6.2,"Action, Adventure, Sci-Fi            ",256856,"Len Wiseman,Colin Farrell,Bokeem Woodbine,Bryan Cranston,Kate Beckinsale,","https://m.media-amazon.com/images/M/MV5BYzM5YzFiZDctZTIzZi00NzM4LWI1YjgtMzM0NjFhMTk2ZGU4XkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1832,1832,Nikita,2013,A rogue assassin returns to take down the secret organization that trained her.,7.7,"Action, Crime, Drama            ",51911,"Maggie Q,Shane West,Lyndsy Fonseca,Aaron Stanford,","https://m.media-amazon.com/images/M/MV5BYzM5YzFiZDctZTIzZi00NzM4LWI1YjgtMzM0NjFhMTk2ZGU4XkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1833,1833,A Rainy Day in New York,2019,A young couple arrives in New York for a weekend where they are met with bad weather and a series of adventures.,6.5,"Comedy, Romance            ",45659,"Woody Allen,Timothée Chalamet,Elle Fanning,Liev Schreiber,Suzanne Smith,","https://m.media-amazon.com/images/M/MV5BYzM5YzFiZDctZTIzZi00NzM4LWI1YjgtMzM0NjFhMTk2ZGU4XkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1834,1834,Sistas,2019 ,A group of single black females from different walks of life who bond over their one common thread: why am I single?,5.4,Comedy            ,1705,"Kj Smith,Mignon,Ebony Obsidian,Novi Brown,","https://m.media-amazon.com/images/M/MV5BYzM5YzFiZDctZTIzZi00NzM4LWI1YjgtMzM0NjFhMTk2ZGU4XkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1835,1835,The Secret Life of the American Teenager,2013,"15 year old Amy ends up pregnant after one night at band camp, throwing her whole life upside down. It doesn't help that she's now going to school with that guy.",4.9,"Comedy, Drama, Family            ",20332,"Shailene Woodley,Molly Ringwald,India Eisley,Mark Derwin,","https://m.media-amazon.com/images/M/MV5BYzM5YzFiZDctZTIzZi00NzM4LWI1YjgtMzM0NjFhMTk2ZGU4XkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1836,1836,Last Week Tonight with John Oliver,2014 ,Former Daily Show host and correspondent John Oliver brings his persona to this weekly news satire program.,8.9,"Comedy, History, News            ",90024,"John Oliver,David Kaye,Ryan Barger,Noel MacNeal,","https://m.media-amazon.com/images/M/MV5BYzM5YzFiZDctZTIzZi00NzM4LWI1YjgtMzM0NjFhMTk2ZGU4XkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1837,1837,Legion,2010,"When a group of strangers at a dusty roadside diner come under attack by demonic forces, their only chance for survival lies with an archangel named Michael, who informs a pregnant waitress that her unborn child is humanity's last hope.",5.2,"Action, Fantasy, Horror            ",106583,"Scott Stewart,Paul Bettany,Dennis Quaid,Charles S. Dutton,Lucas Black,","https://m.media-amazon.com/images/M/MV5BYzM5YzFiZDctZTIzZi00NzM4LWI1YjgtMzM0NjFhMTk2ZGU4XkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1838,1838,Werk ohne Autor,2018,"German artist Kurt Barnert has escaped East Germany and now lives in West Germany, but is tormented by his childhood under the Nazis and the GDR-regime.",7.7,"Biography, Drama, Romance            ",22498,"Florian Henckel von Donnersmarck,Tom Schilling,Sebastian Koch,Paula Beer,Saskia Rosendahl,","https://m.media-amazon.com/images/M/MV5BYzM5YzFiZDctZTIzZi00NzM4LWI1YjgtMzM0NjFhMTk2ZGU4XkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1839,1839,Bronson,2008,"A young man who was sentenced to seven years in prison for robbing a post office ends up spending three decades in solitary confinement. During this time, his own personality is supplanted by his alter-ego, Charles Bronson.",7,"Action, Crime, Drama            ",133398,"Nicolas Winding Refn,Tom Hardy,Kelly Adams,Luing Andrews,Katy Barker,","https://m.media-amazon.com/images/M/MV5BYzM5YzFiZDctZTIzZi00NzM4LWI1YjgtMzM0NjFhMTk2ZGU4XkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_UX67_CR0,0,67,98_AL_.jpg"
